id,name,release_date,release_precision,image_url,last_fetched
954,Nastradamus,1999-11-23,day,https://i.scdn.co/image/ab67616d0000b2734a3c341b9296b12514440ee4,2025-08-25T15:55:48
955,Make the Road By Walking,2008-10-14,day,https://i.scdn.co/image/ab67616d0000b27397787c1ac686f989a3cf142a,2025-08-25T15:55:49
956,Champion Sound Complete Set,,day,,
957,Out Of Business (Deluxe Edition),1999-01-01,day,https://i.scdn.co/image/ab67616d0000b2730072813c4e4c1dbcf7ef7e87,2025-08-25T15:55:50
958,The Show,2008-10-05,day,https://i.scdn.co/image/ab67616d0000b273713d7c3baecf7c9e93a73bc4,2025-08-25T15:55:50
959,Lyricist Lounge Volume 2,2002-01-01,day,https://i.scdn.co/image/ab67616d0000b2735a3fad2de101e23e29073800,2025-08-25T15:55:51
961,On How Life Is,1999-07-03,day,https://i.scdn.co/image/ab67616d0000b2736fb355dfc944cce3598e30a1,2025-08-25T15:55:52
966,The REcstatic,,day,,
967,R&B Soul,2020-06-26,day,https://i.scdn.co/image/ab67616d0000b2738e8b9052903082f05b4714b2,2025-08-25T15:55:53
969,Follow The Leader,1988-07-25,day,https://i.scdn.co/image/ab67616d0000b27383aaa948016dd9ee89569987,2025-08-25T15:55:54
970,Street's Disciple,2004-11-30,day,https://i.scdn.co/image/ab67616d0000b2732cf1755770b6c0c9aa38f41c,2025-08-25T15:55:54
971,Special Herbs + Spices Vol. 1,,day,,
972,1st Class,2002-10-08,day,https://i.scdn.co/image/ab67616d0000b27369699c4b7fab5797ac607476,2025-08-25T15:55:55
973,Uncontrolled Substance,1999-10-05,day,https://i.scdn.co/image/ab67616d0000b2734cfae6b09ab49d90265d8ee0,2025-08-25T15:55:55
974,Can-i-bus,1998-01-01,day,https://i.scdn.co/image/ab67616d0000b27303e11b85fdc1445ceaa2d58e,2025-08-25T15:55:56
975,DAH INSTRUMENTALZ,2008-12-22,day,https://i.scdn.co/image/ab67616d0000b27393043328510c77add1ce4c1c,2025-08-25T15:55:56
976,Port Authority: Instrumentals,2007-05-15,day,https://i.scdn.co/image/ab67616d0000b2734098d9b8f71370a9c4b16b05,2025-08-25T15:55:57
977,Bad MF - Single,2014-01-29,day,https://i.scdn.co/image/ab67616d0000b2739e8a8829db97d1d6b3acdc36,2025-08-25T15:55:58
978,Damage,,day,,
979,Art Official Intelligence: Mosaic Thump,2000-08-08,day,https://i.scdn.co/image/ab67616d0000b273423b3bb3836aea874f38b43b,2025-08-25T15:55:59
980,Blackstar,,day,,
986,3 Feet High and Rising,1989-03-03,day,https://i.scdn.co/image/ab67616d0000b27343693c2f01ae89613c880ed5,2025-08-25T15:55:59
987,Four Tet Remixes,2004-12-01,day,https://i.scdn.co/image/ab67616d0000b273dd44998dd389259620f384c8,2025-08-25T15:56:00
989,Revolutions Per Minute,2010-05-18,day,https://i.scdn.co/image/ab67616d0000b273c78c4721ddacbcb67ad44b57,2025-08-25T15:56:02
990,Killmatic,2013-03-05,day,https://i.scdn.co/image/ab67616d0000b273588f05399fcfaf114f3c321b,2025-08-25T15:56:02
991,Wu-Tang Meets The Indie Culture,2005-10-18,day,https://i.scdn.co/image/ab67616d0000b2734b54c6f083e52b1f83d761af,2025-08-25T15:56:03
992,The Hammer,2022-12-09,day,https://i.scdn.co/image/ab67616d0000b273b32417f0acd676dd54414b0c,2025-08-25T15:56:04
993,Pictures In My Head,2017-11-30,day,https://i.scdn.co/image/ab67616d0000b273b4ec0c6a388bc06e4a15ea6f,2025-08-25T15:56:05
994,Rawkus Records - Best of Decade I 1995-2005,,day,,
995,Czarface,,day,,
998,Madvillainy 2: The Madlib Remix,2008-09-30,day,https://i.scdn.co/image/ab67616d0000b2736f5da5d4ba1080626f86ec64,2025-08-25T15:56:05
1000,Gazzillion Ear,2010-02-01,day,https://i.scdn.co/image/ab67616d0000b273dc20ce395b090c2f041581ea,2025-08-25T15:56:07
1001,Dangerous Connection,2002-01-01,day,https://i.scdn.co/image/ab67616d0000b273f4decabdc417293bb78cac0e,2025-08-25T15:56:09
1002,The Great Adventures Of Slick Rick (Deluxe Edition),1988-11-01,day,https://i.scdn.co/image/ab67616d0000b273a5234ad1d0dbc9dfc94c5ee5,2025-08-25T15:56:10
1003,Expansion Team,2001-10-23,day,https://i.scdn.co/image/ab67616d0000b2739f1302519815933be3d085d9,2025-08-25T15:56:10
1004,The Platform,2000-05-23,day,https://i.scdn.co/image/ab67616d0000b2730553a154e1589b0c2835efbd,2025-08-25T15:56:11
1005,Digital Bullet,2001-08-28,day,https://i.scdn.co/image/ab67616d0000b2738d26b390f76557fabd7f7fa4,2025-08-25T15:56:12
1006,Fast Lane,2011-01-01,day,https://i.scdn.co/image/ab67616d0000b2733575d45419cda9d952da5f63,2025-08-25T15:56:13
1007,The Cold Vein (Deluxe Edition),,day,,
1008,Ready to Die (Remastered),,day,,
1009,Animal Serum,2022-12-09,day,https://i.scdn.co/image/ab67616d0000b27305b9bc9a38cfa9d577b13432,2025-08-25T15:56:14
1010,Blazing Arrow,2002-04-30,day,https://i.scdn.co/image/ab67616d0000b2738c8df6078836c1dd3df5a19a,2025-08-25T15:56:15
1011,Iron Flag,2001-12-18,day,https://i.scdn.co/image/ab67616d0000b273746602eeb55e4816bcab30fe,2025-08-25T15:56:15
1012,Return to the 36 Chambers: The Dirty Version,1995-01-01,year,https://i.scdn.co/image/ab67616d0000b273942b4029fa54f0b44591a133,2025-08-25T15:56:16
1014,Run-DMC,1986-05-15,day,https://i.scdn.co/image/ab67616d0000b273894ae4df775c6b47438991af,2025-08-25T15:56:18
1015,Paul's Boutique (20th Anniversary Edition / Remastered),1989-07-25,day,https://i.scdn.co/image/ab67616d0000b2732288f4cd4bf3a8764624a0d2,2025-08-25T15:56:18
1016,Born Again,1999-01-01,year,https://i.scdn.co/image/ab67616d0000b273a136f71553f34d930b43f7bb,2025-08-25T15:56:19
1017,Requiem,1973-01-01,day,https://i.scdn.co/image/ab67616d0000b2730efd35285fb3d0e9d782bfc9,2025-08-25T15:56:20
1018,Family Reunion,,day,,
1019,When The People Cheer,,day,,
1020,Back Like That,2006-01-01,day,https://i.scdn.co/image/ab67616d0000b27384bc69e93d60ebecc45d8aac,2025-08-25T15:56:20
1021,Hot Pink,2007-10-16,day,https://i.scdn.co/image/ab67616d0000b2736517243f301d4b0236251e13,2025-08-25T15:56:21
1022,Wu-Chronicles: Chapter 2,,day,,
1023,The Brown Tape,2018-01-26,day,https://i.scdn.co/image/ab67616d0000b2735b649ac679f587275ee414e3,2025-08-25T15:56:21
1024,Beneath The Surface,1999-06-29,day,https://i.scdn.co/image/ab67616d0000b2730bbd489067924342b9c0ae8d,2025-08-25T15:56:22
1025,Freestyle Files,2018-09-22,day,https://i.scdn.co/image/ab67616d0000b27302cc167f2b5d24ae1c1f04d7,2025-08-25T15:56:23
1026,Twelve Reasons To Die,2013-04-16,day,https://i.scdn.co/image/ab67616d0000b2733acc5542a8e71ee3c390b438,2025-08-25T15:56:23
1027,Rock City,2001-12-31,day,https://i.scdn.co/image/ab67616d0000b27308f58f3befeec09d76db0813,2025-08-25T15:56:24
1028,Don't Ask Me (Radio Edit),2011-06-13,day,https://i.scdn.co/image/ab67616d0000b273228a038fb8d30b7cc652e1db,2025-08-25T15:56:24
1029,"Knowledge Is Power - Mixtape, Vol. 1",,day,,
1031,Dave Chappelle's Block Party,2006-01-01,day,https://i.scdn.co/image/ab67616d0000b273567969c03e43a66063d2ff5c,2025-08-25T15:56:25
1033,Heartbeatz,2005-01-01,day,https://i.scdn.co/image/ab67616d0000b27360489d086b50590b8fa9dd10,2025-08-25T15:56:26
1034,Home Field Advantage,1999-08-24,day,https://i.scdn.co/image/ab67616d0000b2736a19be29a77ce4771edd93ed,2025-08-25T15:56:26
1035,1999 / Like They Used To Say (Remixes),1999-01-01,year,https://i.scdn.co/image/ab67616d0000b273acfe5e766ac9a0a07224e6fa,2025-08-25T15:56:27
1037,10 Years of Akala,2016-09-23,day,https://i.scdn.co/image/ab67616d0000b27376a91f022309d9859eb76cf9,2025-08-25T15:56:28
1038,Rebel with a Cause,2014-03-09,day,https://i.scdn.co/image/ab67616d0000b2736c4cd72e1067c669a3b3b68b,2025-08-25T15:56:29
1039,A Love Supreme,1964-01-01,day,https://i.scdn.co/image/ab67616d0000b2732f7617fc50c129c50a61b1c6,2025-08-25T15:56:30
1040,Nehruvia: strictlyFLOWz,2023-01-28,day,https://i.scdn.co/image/ab67616d0000b273740ad5e7275ae5ea82cf8e2e,2025-08-25T15:56:30
1041,Spotify Landmark: Nas' "Illmatic",2014-04-15,day,https://i.scdn.co/image/ab67616d0000b2730e19bf5781658df88b450e31,2025-08-25T15:56:31
1042,Timide et sans complexe - Boogtop (Old School French Mix),,day,,
1043,The Crack,,day,,
1044,The Abstract Dragon,2014-02-04,day,https://i.scdn.co/image/ab67616d0000b273523c009756abb723c6666eb5,2025-08-25T15:56:32
1048,Nineteen Naughty Nine Nature's Fury,1999-04-27,day,https://i.scdn.co/image/ab67616d0000b2732930912f7694de971c4dcbd3,2025-08-25T15:56:35
1049,Rhino Hi-Five: Naughty By Nature,,day,,
1052,Rap Life - Single,2014-03-18,day,https://i.scdn.co/image/ab67616d0000b2731ff3439c8e2576be4bc7dbb4,2025-08-25T15:56:36
1053,Seven (Deluxe),2014-02-03,day,https://i.scdn.co/image/ab67616d0000b2734cf1ac42611b2b2b40af73d6,2025-08-25T15:56:36
1054,The Otherside of the Coin,1998-09-29,day,https://i.scdn.co/image/ab67616d0000b273cad1334ccecdb753da274084,2025-08-25T15:56:37
1056,Wolf,2013-04-01,day,https://i.scdn.co/image/ab67616d0000b27322007a4aa8a55fe7b1de5632,2025-08-25T15:56:38
1057,ESGN - Evil Seeds Grow Naturally,2013-06-19,day,https://i.scdn.co/image/ab67616d0000b2739d3b923a872f8e029e720db5,2025-08-25T15:56:39
1058,The Solution,2012-11-13,day,https://i.scdn.co/image/ab67616d0000b273228d8b4a7c5500fe622750f3,2025-08-25T15:56:39
1059,A Wolf In Sheep's Clothing,1991-01-01,day,https://i.scdn.co/image/ab67616d0000b273a19467a0f512538bd5f25d89,2025-08-25T15:56:40
1060,Return of the Boom Bap,1993-09-03,day,https://i.scdn.co/image/ab67616d0000b273db6b0860c8fc65d67c76775f,2025-08-25T15:56:41
1061,Lyricist Lounge Vol. 1,2002-01-01,day,https://i.scdn.co/image/ab67616d0000b273ebf6d77b4e67d2acb497418d,2025-08-25T15:56:42
1062,Hip Hop Lives,2007-05-22,day,https://i.scdn.co/image/ab67616d0000b27339536fa97c0c1cc589ec18bf,2025-08-25T15:56:42
1063,KRS-One,1995-10-10,day,https://i.scdn.co/image/ab67616d0000b273d0c36501e3574923c5a4c126,2025-08-25T15:56:43
1064,This Is The End: Original Motion Picture Soundtrack,2013-06-10,day,https://i.scdn.co/image/ab67616d0000b273c999354430ff7eac3e0d9bc8,2025-08-25T15:56:44
1065,The 18th Letter / The Book Of Life,1996-11-04,day,https://i.scdn.co/image/ab67616d0000b273796e9d830c2237253fd9b084,2025-08-25T15:56:44
1066,The Slim Shady LP (Expanded Edition),1999-02-23,day,https://i.scdn.co/image/ab67616d0000b273d12909c6ebc83cb4c6bef6f4,2025-08-25T15:56:45
1067,I Got Next,1997-05-20,day,https://i.scdn.co/image/ab67616d0000b27313402ce131f309b48a9bbc4c,2025-08-25T15:56:45
1068,Playlist: The Very Best Of KRS-One,,day,,
1069,Who's Hard?,,day,,
1070,Never Say Die,,day,,
1071,Kollage,1996-04-02,day,https://i.scdn.co/image/ab67616d0000b27344016e2326d59e4dd362ea5e,2025-08-25T15:56:46
1072,The Format (Special Edition),2006-11-07,day,https://i.scdn.co/image/ab67616d0000b2734debc8ac47ca47f4659a9bf7,2025-08-25T15:56:47
1073,Honkey Kong,2011-08-23,day,https://i.scdn.co/image/ab67616d0000b27361ffed659ec145268dd4960d,2025-08-25T15:56:48
1074,U Da Man / Slave,2013-09-03,day,https://i.scdn.co/image/ab67616d0000b273cc8967a639a71b1c4b3276be,2025-08-25T15:56:48
1075,If You Can't Join 'Em… Beat 'Em,2005-04-11,day,https://i.scdn.co/image/ab67616d0000b273127066cb9c88ac9f1b89fb99,2025-08-25T15:56:49
1076,If You Can't Join 'Em…Beat 'Em Remixes,2005-12-05,day,https://i.scdn.co/image/ab67616d0000b2738ab81cdc8534ebdea52d3c85,2025-08-25T15:56:49
1077,19NaughtyIII,1993-02-23,day,https://i.scdn.co/image/ab67616d0000b2739ac4e14fdaf2f24717050239,2025-08-25T15:56:50
1078,Politics As Usual,2008-09-30,day,https://i.scdn.co/image/ab67616d0000b27305c9d217c9ad7cabb8aac1fc,2025-08-25T15:56:50
1079,Woodstock Generation,2009-07-23,day,https://i.scdn.co/image/ab67616d0000b2737e6fd36043f93d03beb39006,2025-08-25T15:56:51
1080,Head Hunters,1973-10-26,day,https://i.scdn.co/image/ab67616d0000b2736b75d57d2d070c0c4afb3f9a,2025-08-25T15:56:52
1081,Cantaloupe Island,1994-01-01,day,https://i.scdn.co/image/ab67616d0000b273db1a2b8396094329afcbbe43,2025-08-25T15:56:52
1082,R&B: From Doo-Wop To Hip-Hop,1999-10-08,day,https://i.scdn.co/image/ab67616d0000b273980caf4dd525a15f08f8cb87,2025-08-25T15:56:53
1083,Heavy Weather,1977-03-01,day,https://i.scdn.co/image/ab67616d0000b27374bc986da6ff0ec2fdb9e765,2025-08-25T15:56:54
1084,Detroit Deli (A Taste Of Detroit),2004-01-01,day,https://i.scdn.co/image/ab67616d0000b2731f97d8b1eb559b99c1c12db6,2025-08-25T15:56:54
1085,Some Kinda...,2005-01-01,day,https://i.scdn.co/image/ab67616d0000b2739ddb32b8f8927537614ada7e,2025-08-25T15:56:55
1087,The Burgundy EP,2013-02-19,day,https://i.scdn.co/image/ab67616d0000b273cbf8d84e483c7da1d1be81fe,2025-08-25T15:56:57
1088,The Mix Tape,2002-08-27,day,https://i.scdn.co/image/ab67616d0000b2731514c7bca5edf9558a491bdd,2025-08-25T15:56:57
1089,Strickly for Da Breakdancers & Emceez,2001-08-21,day,https://i.scdn.co/image/ab67616d0000b273c74b7e74d1179f2be0488f82,2025-08-25T15:56:58
1090,Keep Right,2004-01-01,year,https://i.scdn.co/image/ab67616d0000b273a7cd2040855740c9afeb1b6f,2025-08-25T15:56:58
1091,Adventures In Emceein,2008-02-05,day,https://i.scdn.co/image/ab67616d0000b2734f66c0b7888703573d00643f,2025-08-25T15:56:59
1092,The B.D.P. Album (Special Edition),2012-05-29,day,https://i.scdn.co/image/ab67616d0000b273b745c2fa2f1f445bb29825fc,2025-08-25T15:57:00
1093,D.I.G.I.T.A.L.,2003-01-01,year,https://i.scdn.co/image/ab67616d0000b27344ccb653b7c6d21b0e00ee07,2025-08-25T15:57:00
1094,Sneak Attack,,day,,
1095,Let Bygones Be Bygones,2002-01-01,day,https://i.scdn.co/image/ab67616d0000b2738cdb0d29bb99ad4febccac39,2025-08-25T15:57:01
1096,Each Dawn I Die,2008-04-04,day,https://i.scdn.co/image/ab67616d0000b27328ed9d84c36a8923dba16d53,2025-08-25T15:57:01
1097,Kingz Kounty,2011-10-11,day,https://i.scdn.co/image/ab67616d0000b2737e87a04fd6ba32cf86d41aba,2025-08-25T15:57:02
1098,The Very Best Of Macy Gray,2004-09-07,day,https://i.scdn.co/image/ab67616d0000b2730382acf67c98e32f779c804e,2025-08-25T15:57:03
1099,Verve Records and Rockstar Games Present LA Noire Remixed,2011-01-01,day,https://i.scdn.co/image/ab67616d0000b273827e0d27b543015a3d893579,2025-08-25T15:57:04
1100,Hit 'Em / Ding!,2007-05-10,day,https://i.scdn.co/image/ab67616d0000b273e975a6e39852df94f7391e96,2025-08-25T15:57:04
1101,Shake the Room,,day,,
1102,Embody,2011-04-04,day,https://i.scdn.co/image/ab67616d0000b2733f13cb6cf050a4a37a309089,2025-08-25T15:57:05
1103,Screwball Classic,2007-12-13,day,https://i.scdn.co/image/ab67616d0000b2739f978b5201b8e0ec29e1dacb,2025-08-25T15:57:06
1104,Middle Finger U.,2000-05-23,day,https://i.scdn.co/image/ab67616d0000b273edb9a2b8956f0e487bedd5d9,2025-08-25T15:57:06
1105,Street Hop (Clean),2009-10-20,day,https://i.scdn.co/image/ab67616d0000b273873d26bd75c303bcb41e181d,2025-08-25T15:57:07
1106,The Downfall of Ibliys: a ghetto opera,2001-01-01,year,https://i.scdn.co/image/ab67616d0000b2736e4f2c2609906250ee7d6d29,2025-08-25T15:57:07
1107,DJ Premier Presents Year Round Records - Get Used To Us,,day,,
1108,Stereotypez,,day,,
1109,Success is Certain,2011-08-09,day,https://i.scdn.co/image/ab67616d0000b2730436adb163ac9dab0566bb94,2025-08-25T15:57:08
1110,"dj honda Recordings Japan Presents: The Best of H, Vol. 2",2012-02-06,day,https://i.scdn.co/image/ab67616d0000b273b9849992cc45ddcb13168fad,2025-08-25T15:57:09
1111,Soundbombing - Vol. III,,day,,
1112,Blowout Comb,1994-10-10,day,https://i.scdn.co/image/ab67616d0000b2732853bfc72a2ce5ddc6ed2f0d,2025-08-25T15:57:10
1113,Divine Design,2003-09-23,day,https://i.scdn.co/image/ab67616d0000b273a2f6703257b18ce5eedbe680,2025-08-25T15:57:11
1114,Stolen Youth,,day,,
1115,Paid In Full: Hip-Hop Classics,,day,,
1117,Osirus - The Official Mixtape,2005-01-01,year,https://i.scdn.co/image/ab67616d0000b273f2b6c0a03bd223b344f67ff9,2025-08-25T15:57:16
1118,Bars Of Death,2004-07-13,day,https://i.scdn.co/image/ab67616d0000b27311da8feec0830ed83c197708,2025-08-25T15:57:17
1119,Jedi Mind Tricks Presents the Best of Army of the Pharaohs,2016-12-02,day,https://i.scdn.co/image/ab67616d0000b27321b7c58ce1eb9baaa129d78f,2025-08-25T15:57:17
1120,The Soul Purpose,,day,,
1121,Trippin' Music From The Motion Picture,1997-01-01,year,https://i.scdn.co/image/ab67616d0000b27397be1706b49b704aa4517faa,2025-08-25T15:57:18
1122,Moment of Truth,,day,,
1123,Ghostface Killah - Apollo Kids,,day,,
1124,Birth of a Prince,2003-10-07,day,https://i.scdn.co/image/ab67616d0000b273fc737b8163217d8535d60e16,2025-08-25T15:57:18
1125,Criminal Minded (Deluxe),1987-03-03,day,https://i.scdn.co/image/ab67616d0000b273fd5a6db2636d8b106ac71ac1,2025-08-25T15:57:19
1126,Busta Rhymes & Q-Tip - The Abstract & The Dragon,,day,,
1127,This Is Jazz #10,1996-03-27,day,https://i.scdn.co/image/ab67616d0000b27314bc7a6bb9cf0faff5f200df,2025-08-25T15:57:20
1128,People's Instinctive Travels and the Paths of Rhythm,1990-01-01,year,https://i.scdn.co/image/ab67616d0000b27346bf2c803146e4f89d31ff70,2025-08-25T15:57:20
1130,Criminal,2023-09-01,day,https://i.scdn.co/image/ab67616d0000b273f0e1e4eb209b0d2971e22117,2025-08-25T15:57:21
1131,Hip Hop Anthology,2020-05-29,day,https://i.scdn.co/image/ab67616d0000b273f714027f388d20b02fce8dd0,2025-08-25T15:57:23
1132,Because the Internet,2013-12-10,day,https://i.scdn.co/image/ab67616d0000b27321b2b485aef32bcc96c1875c,2025-08-25T15:57:23
1133,Unfinished Business,1989-04-01,day,https://i.scdn.co/image/ab67616d0000b27347bbaf7004bed897197e46c1,2025-08-25T15:57:25
1134,The OF Tape Vol. 2,2012-03-16,day,https://i.scdn.co/image/ab67616d0000b2731dd05262c971257279fcaf61,2025-08-25T15:57:28
1135,Black Sunday,1993-07-20,day,https://i.scdn.co/image/ab67616d0000b273c8d7445dbee75973efa970e8,2025-08-25T15:57:28
1136,Hip Hop Underground Soul Classics,,day,,
1137,You,2022-01-27,day,https://i.scdn.co/image/ab67616d0000b273164220b8824cfbce3857d54a,2025-08-25T15:57:29
1138,Stay Away,2011-05-15,day,https://i.scdn.co/image/ab67616d0000b27385cc21578918eb6acc3979f1,2025-08-25T15:57:30
1139,Venomous Villain,,day,,
1140,Body Music,2014-06-09,day,https://i.scdn.co/image/ab67616d0000b273ec07409fda62ca04e7e31f7d,2025-08-25T15:57:30
1141,Malpractice,2001-05-22,day,https://i.scdn.co/image/ab67616d0000b273ad8c6d84c5b3d9790646f177,2025-08-25T15:57:31
1143,Black Out,,day,,
1144,Voodoo,2000-01-01,day,https://i.scdn.co/image/ab67616d0000b2732b3dc336a7a69293c25d9ade,2025-08-25T15:57:32
1145,Blackout! 2,2009-01-01,day,https://i.scdn.co/image/ab67616d0000b273c98042093f774dbe1356df97,2025-08-25T15:57:32
1147,Royals,,day,,
1148,Deeper,,day,,
1149,Thuggin' EP,,day,,
1150,Thee Way Eye See It,,day,,
1151,The Marshall Mathers LP2,2013-11-05,day,https://i.scdn.co/image/ab67616d0000b273c6338d684995af10c2bf0533,2025-08-25T15:57:33
1153,4eva N a Day,2021-08-13,day,https://i.scdn.co/image/ab67616d0000b2738a56b3d382752b1286907a04,2025-08-25T15:57:34
1154,Confessions of Fire,1998-06-30,day,https://i.scdn.co/image/ab67616d0000b27326749b0fcf435ac70718fad1,2025-08-31T20:16:46
1155,Take Me to Your Leader,2003-06-17,day,https://i.scdn.co/image/ab67616d0000b273c54028b0ef2f2f569fb3df42,2025-08-25T15:57:34
3186,Day x2 (feat. MIKE & Marco Bernardis),,day,,
1159,Electric Circus,2002-12-10,day,https://i.scdn.co/image/ab67616d0000b2736e4caef716ab2fdc4263bd67,2025-08-25T15:57:36
1160,Nature Sounds Presents The Prof. In...Con-Vexed,,day,,
1161,Hate Me Now,1999-01-01,year,https://i.scdn.co/image/ab67616d0000b2739d4e16d5573c78002c7243eb,2025-08-25T15:57:36
1162,You Owe Me,,day,,
1163,I Can,1972-01-01,year,https://i.scdn.co/image/ab67616d0000b273702689066bc17ee67203c2bc,2025-08-25T15:57:37
1164,Bridging The Gap,,day,,
1166,Hero,2017-09-08,day,https://i.scdn.co/image/ab67616d0000b2738b89e548d9497a8148af6248,2025-08-25T15:57:38
1167,The Don,2022-01-28,day,https://i.scdn.co/image/ab67616d0000b2737f5c50da050691bd4eb107a5,2025-08-25T15:57:39
1168,Daughters,,day,,
1169,Nah Mean (Intanatty Remix),,day,,
1170,Hard To Love Somebody,,day,,
1171,Game Over,2020-06-04,day,https://i.scdn.co/image/ab67616d0000b2732de805a458631895d8aacbea,2025-08-25T15:57:40
1172,Villian,2013-10-15,day,https://i.scdn.co/image/ab67616d0000b27373013a09c48a5c6029385747,2025-08-25T15:57:40
1173,The Coming,,day,,
1175,Madlib Medicine Show #7: High Jazz,,day,,
1177,Medicine Show # 3: Beat Konducta In Africa,,day,,
1178,Yancey Boys (Instrumentals),2009-01-27,day,https://i.scdn.co/image/ab67616d0000b273d980f4da20c1ff4afe1f5fda,2025-08-25T15:57:42
1179,Rap God,2013-01-01,day,https://i.scdn.co/image/ab67616d0000b273643e6ecebab400d52574e4b2,2025-08-25T15:57:42
1180,Berzerk,,day,,
1181,Noir.,,day,,
1182,Invention,2002-04-30,day,https://i.scdn.co/image/ab67616d0000b2735933fe67e0467fc7d0c9f45f,2025-08-25T15:57:43
1183,MM.. Leftovers,,day,,
1185,D.R.U.G.S.,,day,,
1186,Days Are Gone,2013-01-01,day,https://i.scdn.co/image/ab67616d0000b2735841140a46549b7e95202b9f,2025-08-25T15:57:43
1187,MM..Leftovers,,day,,
1188,Love In Flying Colors,2013-09-24,day,https://i.scdn.co/image/ab67616d0000b273ca04eb5b67f9c722e3b96471,2025-08-25T15:57:44
1189,Reflection Eternal [Train Of Thought],,day,,
1190,Her Favorite Colo(u)r,2011-04-19,day,https://i.scdn.co/image/ab67616d0000b273779e868eeb744d0326a088fa,2025-08-25T15:57:45
1191,Eliza Doolittle,2010-07-09,day,https://i.scdn.co/image/ab67616d0000b273ff1a664430abeace7be7f4af,2025-08-25T15:57:46
1192,They Die By Dawn & Other Short Stories...,2014-06-30,day,https://i.scdn.co/image/ab67616d0000b273d5b5b4e6537f85077e657199,2025-08-25T15:57:46
1193,Kiss Land,2013-09-10,day,https://i.scdn.co/image/ab67616d0000b273e4860d5331509e2c9ee4de10,2025-08-25T15:57:47
1194,Yessir Whatever,2013-06-18,day,https://i.scdn.co/image/ab67616d0000b2738136c4571057b8bee8be50f7,2025-08-25T15:57:48
1195,Reality Check,2009-05-12,day,https://i.scdn.co/image/ab67616d0000b2731a495aeaf23a8f63bc619679,2025-08-25T15:57:48
1196,The Surviving Elements: From Soul Survivor II Sessions,,day,,
1197,Victim of Love,2013-04-02,day,https://i.scdn.co/image/ab67616d0000b27364558c100755ffd78cb4f9d0,2025-08-25T15:57:49
1198,Lights Out / Keep Coming Back,,day,,
1199,Faithful Man,2012-03-13,day,https://i.scdn.co/image/ab67616d0000b273277c2d41d377309eadb129fb,2025-08-25T15:57:49
1201,The World According To RZA,,day,,
1202,Only For The Real DJ: A Premier Selection of Hip Hop Inspired by the Boom Bap Sound - Volume 2,,day,,
1203,The Wackness - Music From The Motion Picture,,day,,
1205,Goblin,2011-05-09,day,https://i.scdn.co/image/ab67616d0000b2735ea9799a88c0760ec03ac6b8,2025-08-25T15:57:50
1206,Yours Truly,2013-01-01,day,https://i.scdn.co/image/ab67616d0000b273ea28881e9e363244a4a2347b,2025-08-25T15:57:51
1207,The Unseen,2004-12-01,day,https://i.scdn.co/image/ab67616d0000b273045b6b9b857f2bd8acd1870a,2025-08-25T15:57:51
1208,Tha Carter,2011-01-01,day,https://i.scdn.co/image/ab67616d0000b273e521b35f461062a93d1a8d1a,2025-08-25T15:57:52
1209,The Blue Print,,day,,
1211,"Your Drums, Your Love",2012-01-01,day,https://i.scdn.co/image/ab67616d0000b27392533d63625dd136936ae640,2025-08-25T15:57:54
1212,God Does Like Ugly (Preluxe Edition),2025-08-08,day,https://i.scdn.co/image/ab67616d0000b273023f060f2e91b7b2e62c021e,2025-08-25T15:57:54
1213,Saaheem,2024-11-08,day,https://i.scdn.co/image/ab67616d0000b2738a93da98b40ebfe5d9b6f5a9,2025-08-25T15:57:55
1214,Lifestyle,2014-06-05,day,https://i.scdn.co/image/ab67616d0000b273f0246c408dccfca67fdf8d9a,2025-08-25T15:57:56
1215,KIDS SEE GHOSTS,2018-06-08,day,https://i.scdn.co/image/ab67616d0000b273013c00ee367dd85396f79c82,2025-08-25T15:57:57
1216,SUPER SLIMEY,2017-10-20,day,https://i.scdn.co/image/ab67616d0000b2735998097d9467eccb3e99b8c1,2025-08-25T15:57:57
1217,MigoThuggin,2016-03-18,day,https://i.scdn.co/image/ab67616d0000b273bca9fa10bf963415cf05f768,2025-08-25T15:57:58
1218,Summer,2023-05-05,day,https://i.scdn.co/image/ab67616d0000b2730dc31b35612d41eef6ab3b26,2025-08-25T15:57:59
1219,Zombieland 2,2024-03-22,day,https://i.scdn.co/image/ab67616d0000b27307a8919dae01f7ed5189bb30,2025-08-25T15:57:59
1220,You Only Die 1nce,2024-10-31,day,https://i.scdn.co/image/ab67616d0000b27390a770bbd11eae7122473376,2025-08-25T15:58:00
1221,Pyrex Scholar,2014-01-01,year,https://i.scdn.co/image/ab67616d0000b273cb225e188495e7be221cec5d,2025-08-25T15:58:00
1222,It's Almost Dry,2022-04-22,day,https://i.scdn.co/image/ab67616d0000b273e27dfef438562f2ecb98a642,2025-08-25T15:58:01
1223,You Only Live 2wice,2017-03-31,day,https://i.scdn.co/image/ab67616d0000b273ec8f46878a71d40b1684aee3,2025-08-25T15:58:02
1225,Fetti,2018-10-31,day,https://i.scdn.co/image/ab67616d0000b2738deb51a13ccc6991ea4710c9,2025-08-25T15:58:04
1226,Slang Like This,2010-01-01,day,https://i.scdn.co/image/ab67616d0000b273846180b0b28d1524bbda9779,2025-08-25T15:58:04
1227,The Maxtape,2010-05-10,day,https://i.scdn.co/image/ab67616d0000b27399c42da9385b6aa55e8df8d0,2025-08-25T15:58:05
